Page,Section,Description,Filename,Uploader,Date
189,POP 50's (Music A-H),Doesn'tAnybodyStayTogethr,doesnt/stay.mus,STEAK1,09/17/86
189,POP 50's (Music A-H),Doin It All Huey Lewis,doing it all.mus,Mister Sax,04/17/90
189,POP 50's (Music A-H),Domino Dancing-PetShopBoy,domino dance.mus,MarkN22,06/23/89
189,POP 50's (Music A-H),Don't Cry-Asia,dont cry.mus,Brian Mack,10/20/86
189,POP 50's (Music A-H),Don't Let Him Go,dontlethimgo.mus,Duane A W,05/15/89
189,POP 50's (Music A-H),Don't Let Me Be Lonely,dont let lon.mus,Raen,08/19/89
189,POP 50's (Music A-H),Don't Stop Believin',dSb.mus,DJBirchall,04/02/88
189,POP 50's (Music A-H),Don't Stop Belivin' *,dontstop.mus,Cicada,02/18/90
189,POP 50's (Music A-H),Don't Talk to Strangers,dont talk.mus,STEAK1,09/17/86
189,POP 50's (Music A-H),Don't You Forget About Me,dont you.mus,STEAK1,09/17/86
189,POP 50's (Music A-H),Don't/My Brown Eyes Blue,hr eyes tllue.mus,Spiecher,06/02/87
189,POP 50's (Music A-H),Dont Make Me Do It HLewis,dont make/it.mus,Ampix,06/03/90
189,POP 50's (Music A-H),Dream On-Aerosmith,dream on.mus,Caesar Syr,02/21/89
189,POP 50's (Music A-H),Dreaming or Me E*,<freamingofme.mus,SCAMMER1,04/09/89
189,POP 50's (Music A-H),Drive-The Cars,drive.mus,STEAK2,11/13/86
189,POP 50's (Music A-H),Dust in the Wind-Kansas,dustinwind.mus,GSP,10/11/88
189,POP 50's (Music A-H),Easy Lover,easylover.mus,Tommy Cool,09/11/87
189,POP 50's (Music A-H),Election Day-Arcadia,election day.mus,STEAK1,09/17/86
189,POP 50's (Music A-H),Electric Blue,electricblue.mus,JamesV6,06/28/88
189,POP 50's (Music A-H),Electric Youth- Gibson*,electr/youth.mus,THORNY!,09/11/89
189,POP 50's (Music A-H),Endless Summer Nights,summer night.mus,JamesV6,04/23/88
189,POP 50's (Music A-H),Eruption,eruption.mus,CYGNUS2,07/09/87
189,POP 50's (Music A-H),Eternal Flame Bangles *,etrnl flame.mus,BIGSQUEEZE,05/14/90
189,POP 50's (Music A-H),Eternal Flame-Bangles,eternalflame.mus,Gallanteer,06/09/89
190,POP 50's (Music A-H),Every Breath You Take *,everybreath.mus,Railbird1,03/14/88
190,POP 50's (Music A-H),Every Breath You Take*,evybretutake.mus,DyMenSia,08/06/90
190,POP 50's (Music A-H),Everybody Have Fun Tonigh,everybody.mus,MadCityAce,02/21/87
190,POP 50's (Music A-H),Everybody Wants to Rule,evrhdyrlwrld.mus,DATASID,05/06/90
190,POP 50's (Music A-H),Everything Counts,everything.mus,SCAMMER1,02/19/89
190,POP 50's (Music A-H),Everything She Wants WHAM*,she wants.mus,Railbird1,03/22/88
190,POP 50's (Music A-H),Everytime You Go Away,u go away.mus,STEAK1,09/17/86
190,POP 50's (Music A-H),Express Yourself- Mono,exprssursclf.mus,DCSTARnCPR,08/10/89
190,POP 50's (Music A-H),Eye in the Sky,eye in sky.mus,SassanS,07/26/88
190,POP 50's (Music A-H),FIRE,fire.mus,K C3,05/01/87
190,POP 50's (Music A-H),Faith-George Michael,faitll3.mus,RichardT29,04/01/88
190,POP 50's (Music A-H),Faithfully-Journey,faithfully.mus,JackB35,12/31/88
190,POP 50's (Music A-H),Faithless Love*,faithlessluv.mus,VeeGER2,09/25/88
190,POP 50's (Music A-H),Fifty Ways Paul Simon *,50 ways.mus,She Elf,03/06/90
190,POP 50's (Music A-H),Final Countdown,countdown.mus,Tappr,06/30/87
190,POP 50's (Music A-H),Fire- Springsteen *,fire.mus,EugeneS1,06/14/88
190,POP 50's (Music A-H),Fire and Ice - Benatar,fire and ice.mus,Zarlor,10/09/89
190,POP 50's (Music A-H),Fly By Night-RUSH,fly by mght.mus,Peacemont,04/25/87
190,POP 50's (Music A-H),Follow You Follow Me,follow you.mus,Cameron8,01/19/89
190,POP 50's (Music A-H),Follow You Follow Me,follow you.mus,Cameron8,02/07/89
190,POP 50's (Music A-H),Fool To Cry-Rolling Stone,fool to cry.mus,Sloop j b,11/30/86
190,POP 50's (Music A-H),For the Longest Time,longesttime.mus,Peggy r,10/06/86
190,POP 50's (Music A-H),Foreplay-Boston *,bstn forplay.mus,JackB35,03/29/89
190,POP 50's (Music A-H),Foreplay-Boston E,foreplay.mus,Wraithe,05/14/89
190,POP 50's (Music A-H),Fortress Around Yr Heart,fortress.mus,Swifty,05/12/88
190,POP 50's (Music A-H),Fountain of Sorrow,foun/sorrow.mus,VeeGER2,02/23/88
190,POP 50's (Music A-H),Free Bird,free bird.mus,Melody,08/13/87
190,POP 50's (Music A-H),Free Fallin Tom Petty *,free fallin.mus,Mr Joe,02/24/90
190,POP 50's (Music A-H),Freedom-WHAM!,freedom.mus,STEAK1,09/16/86
190,POP 50's (Music A-H),Fresh Aire-Lynxed,fr. aire pak.lnx,NeilH4,01/06/88
190,POP 50's (Music A-H),Funeral Friend Elton John,funeral.mus,Cicada,11/15/89
190,POP 50's (Music A-H),Funkytown,fun-ytown.mus,Sweet Lady!,08/29/90
190,POP 50's (Music A-H),Get/Hala nee Right DepecheE,gett'balance.mus,SCAMMER1,04/16/89
190,POP 50's (Music A-H),Girls Want To Have Fun,want fun.mus,Music man3,12/25/89
190,POP 50's (Music A-H),Girls with Guns,girls with.mus,GeorgeL11,04/01/87
190,POP 50's (Music A-H),Girls with Guns-Shaw,girls w/guns.mus,STEAK1,09/16/86
190,POP 50's (Music A-H),"Girls, Girls, Girls",girl/girl mo.mus,Suicidal S,05/26/88
190,POP 50's (Music A-H),Give It to Me Baby,giv it to me.mus,Raydio,11/09/87
190,POP 50's (Music A-H),Give Love/Bad Name,u give.mus,MADIIACKINC,07/27/87
190,POP 50's (Music A-H),Give Love/Bad Name,had name.mus,Tappr,06/30/87
190,POP 50's (Music A-H),Go To Zero-Powerstation,go to zero.mus,STEAK1,09/17/86
190,POP 50's (Music A-H),Going Down/Liverpool,liverpool.mus,ArleyG,05/27/87
190,POP 50's (Music A-H),Going Home,going home.mus,Symphoni,04/22/90
190,POP 50's (Music A-H),Goodbye Blue Sky PFioyd,goodbye blue.mus,EMC5,12/29/89
190,POP 50's (Music A-H),Goodbye Is Forever,gbye/forever.mus,STEAK1,09/17/86
190,POP 50's (Music A-H),Goodbye-Night Ranger,goodf>ye.mus,STEAK1,09/16/86
190,POP 50's (Music A-H),Got My Mind Set On You *,sctonyou.mus,POCUG Rick,01/10/88
190,POP 50's (Music A-H),Graceland-PauiSimon,graceland.mus,Lome 19,04/15/88
190,POP 50's (Music A-H),Grand Designs-Rush *,grdesigns.sal,DigitalMn,04/01/88
190,POP 50's (Music A-H),Greatest Love of All,greatest.mus,Gallanteer,06/03/89
190,POP 50's (Music A-H),Hang Fire (slow version),hangfireslow.mus,Sloop j b,11/30/86
190,POP 50's (Music A-H),Harvest For the World,hrvest/world.mus,STEAK1,09/17/86
190,POP 50's (Music A-H),Head to Toe-Lisa Lisa*,head to toe.mus,EugeneS1,11/03/88
190,POP 50's (Music A-H),Heart of Glass-Blondie,hog.mus,Roth,04/24/87
190,POP 50's (Music A-H),Heartsounds,heartsounds.mus,Symphoni,04/22/90
190,POP 50's (Music A-H),Hello - Lionel Richie,hello.mus,BlkPanther,01/14/87
190,POP 50's (Music A-H),Hello-Lionel Richie,hello.mus,GaryK34,06/03/89
190,POP 50's (Music A-H),Here I Go Again,here 1 go/ss.mus,Suicidal S,05/26/88
190,POP 50's (Music A-H),Here I Go Again,here 1 go.mus,JamesV6,04/23/88
190,POP 50's (Music A-H),Higher Love-Steve Winwood,higher love.mus,JJP I,01/25/87
190,POP 50's (Music A-H),Hit Me/Your Best Sot,hit/bestshot.mus,Silent K,08/01/89
190,POP 50's (Music A-H),Hold Me NowThompsonTwinsE,hold me now.mus,SCAMMER1,06/01/89
190,POP 50's (Music A-H),Home By The Sea-Genesis,home sca.mus,ChuckC5,02/01/87
190,POP 50's (Music A-H),Honesty Billy Joel E*,1 honesty.mus,She Elf,01/13/90
190,POP 50's (Music A-H),Hot For Teacher,hot4teacher.mus,Michael F,03/26/87
190,POP 50's (Music A-H),Hot Thing*,hot thing.mus,FritzDeCat,11/24/87
191,POP 50's (Music A-H),Hotel California-Eagles,hotel ralif.mus,GSP,10/09/88
191,POP 50's (Music A-H),Hourglass*,hourglass.mus,EugeneS1,09/15/88
191,POP 50's (Music A-H),How Can You Mend/Heart,mnd/hroknhrt.mus,VeeGER2,02/16/89
191,POP 50's (Music A-H),How Will I Know,how/i know.mus,Spiecher,07/09/87
191,POP 50's (Music A-H),Human league Stamp*,human-stamp.mus,Mark AD I,09/11/89
191,POP 50's (Music A-H),Hungry Like The Wolf,hungrywlf.mus,Whatadude,10/25/86
191,POP 50's (Music A-H),Hungry Like the Wolf,hungry/wolf.mus,STEAK1,09/17/86
191,POP 50's (Music A-H),Hysteria,hysteria.mus,DCSTARnCPR,03/10/88
191,POP 50's (Music A-H),I Can't Hold Back!,hold nack.mus,GeorgeL11,04/01/87
191,POP 50's (Music A-H),I Just Can't Seem/EnoughE,enough.mus,SCAMMER1,04/09/89
191,POP 50's (Music A-H),Killing Me Softly,killing/soft.mus,RamonaB,08/01/88
191,POP 50's (Music A-H),Knock On Heavens Door,knoc hvn dor.mus,Phil B10,02/19/90
191,POP 50's (Music A-H),Longest Time RJoel st*,longest time.slr,Ampix,04/19/90
191,POP 50's (Music A-H),See you-Depeche Mode *,sec vou.mus,SCAMMER1,02/19/89
191,POP 50's (Music A-H),The Boys of Summer*,hoys summer.mus,Railbird1,05/10/88
191,POP 50's (Music A-H),The Brazilian-Genesis,hrazilian.mus,DCSTARnCPR,12/04/86
191,POP 50's (Music A-H),The Chauffeur-Duran Duran,chauffcur.mus,STEAK1,09/17/86
191,POP 50's (Music A-H),The ChautTeur-DuranDuran,rhauffeur.mus,Whatadude,10/25/86
191,POP 50's (Music A-H),The Flame-Cheap Trick,the Oamc.mus,Chuckles2,12/09/88
191,POP 50's (Music A-H),The Homecoming *,homecoming.mus,Lavender J,08/08/89
191,POP 50's (Music A-H),angel,angel9.mus,CruzNVesel,08/01/88
191,POP 80's (Music I-R),(Oh) Pretty Woman,pretty woman.mus,Michael F,02/14/87
191,POP 80's (Music I-R),99 Luft Balloons *,99 balloons.mus,LI Dave,12/16/89
191,POP 80's (Music I-R),A Man I'll Never Be,manillnevrbe.mus,JackB35,08/23/88
191,POP 80's (Music I-R),Billy Joel Medley*,billy joel.mus,She Elf,01/23/90
191,POP 80's (Music I-R),I Could Never Take,place/ur man.mus,FritzDeCat,11/03/87
191,POP 80's (Music I-R),I Do What I Do,do what i do.mus,STEAK1,09/17/86
191,POP 80's (Music I-R),I Don't Like Mondays,mondays.mus,Collecting,04/01/87
191,POP 80's (Music I-R),I Don't Wanna Go On*,i dont wanna.mus,EugeneS1,10/21/88
191,POP 80's (Music I-R),I Get Weak-R.Carlisle *,i get weak.mus,JamesV6,04/09/88
191,POP 80's (Music I-R),I Hear You Now-Vangelis,ihearyounow.mus,BrianM1,04/10/86
191,POP 80's (Music I-R),I Still Haven't Found,still/havent.mus,JoeF8,12/18/87
191,POP 80's (Music I-R),I Wanna Dance,wanna dance.mus,MUSIC4,07/24/88
191,POP 80's (Music I-R),I Want A New Drug Hlewis*,new drug.mus,Ampix,03/30/90
191,POP 80's (Music I-R),I Want Everyone To Cry*,want/cry.sal,Diz Cop,09/14/88
191,POP 80's (Music I-R),I Won't Back Down,back down.mus,BERTRON,06/15/89
191,POP 80's (Music I-R),I'm so excited-Pointer Si,so excitcd.mus,Steve llam,12/02/86
191,POP 80's (Music I-R),If U Love/Set Free-Sting,setthemfree.mus,Eclipse,06/24/87
191,POP 80's (Music I-R),If You Leave-O.M.D. E,if you leave.mus,SCAMMER1,05/02/89
191,POP 80's (Music I-R),If You Love Somebody,if you love.mus,Trister,08/21/89
191,POP 80's (Music I-R),lnnocentMan-RJoel,innocentman.mus,Peggy r,10/06/86
191,POP 80's (Music I-R),Intermezzo 1-ARRA,intermezzo l.mus,Tom eort,06/24/87
191,POP 80's (Music I-R),Invisible Sun-Police,inv. sun.mus,STEAK1,09/16/86
191,POP 80's (Music I-R),Invisible Touch-Genesis,inv. touch.mus,STEAK1,09/16/86
191,POP 80's (Music I-R),Is There Something I...,i should kno.mus,STEAK1,09/17/86
191,POP 80's (Music I-R),It Don't Matter To Me,dont matter.mus,Jan Hammer,05/01/86
191,POP 80's (Music I-R),It Is Finished-Petra,finished.mus,Petrite,03/21/87
191,POP 80's (Music I-R),It Would Take/Strong Man*,strong man.mus,EugeneS1,09/00/88
191,POP 80's (Music I-R),It's Still Rock & Roll,rock an roll.mus,Sweet Lady!,07/08/90
191,POP 80's (Music I-R),Jacob's Ladder,jac ladder.mus,Suicidal S,05/20/88
191,POP 80's (Music I-R),Jacob's Ladder-RUSH,jacobs lader.mus,Peacemont,04/25/87
191,POP 80's (Music I-R),Jamaica J O Elton John,jamaica.mus,Cicada,11/15/89
191,POP 80's (Music I-R),Jungleland - Springsteen,jungleland1.mus,StonePony1,07/21/89
191,POP 80's (Music I-R),Just Before The News,justh4news.mus,Cicada,11/11/89
191,POP 80's (Music I-R),Just Like Paradise,justparadise.mus,JamesV6,04/07/88
191,POP 80's (Music I-R),Karma Chameleon,karma.mus,RyanW1,05/31/87
191,POP 80's (Music I-R),Keepingflaith-Joel,keepthefaith.mus,Peggy r,10/06/86
191,POP 80's (Music I-R),KidsAmer/Remix,kids-rear.mus,RobR,10/01/86
191,POP 80's (Music I-R),Kiss by Prince,kiss.mus,FritzDeCat,07/22/86
191,POP 80's (Music I-R),Kyrie Elison,kyrie.mus,FritzDeCat,07/17/86
191,POP 80's (Music I-R),Kyrie/remix-MrMr,kyric-rmx.mus,RobR,10/01/86
191,POP 80's (Music I-R),La Villa Strangiato,lavilla.mus,DigitalMn,04/03/88
191,POP 80's (Music I-R),Last Night The Smiths,last night.mus,SCAMMER1,11/14/89
192,POP 80's (Music I-R),Leave a Tender Moment...,leavemoment.mus,Peggy r,10/06/86
192,POP 80's (Music I-R),Leave in Silence-DepecheE,lveinsilence.mus,SCAMMER1,06/01/89
192,POP 80's (Music I-R),Leave/Tender Moment Alone,leave/tender.mus,Digger10,01/10/89
192,POP 80's (Music I-R),Legal Alien,legal alien.mus,BrianM1,05/15/86
192,POP 80's (Music I-R),Let My Love Open the Door,mylovopndor2.mus,StonePony1,07/23/89
192,POP 80's (Music I-R),Let's Go - The Cars,lets go.mus,Michael F,04/27/86
192,POP 80's (Music I-R),Let's Go-Cars,lets go.mus,SteveE8,07/25/87
192,POP 80's (Music I-R),Like A Virgin,virgin.mus,BIGSQUEEZE,07/04/90
192,POP 80's (Music I-R),Like A Virgin Madonna,virgin.mus,Krazy kenG,03/13/90
192,POP 80's (Music I-R),Like a Virgin Madonna *,like/virgin.mus,HeatherRay,07/14/90
192,POP 80's (Music I-R),Lily of the Valley,lily valley.mus,Steak,05/11/87
192,POP 80's (Music I-R),Limelight-Rush,limelight.mus,Power3,08/10/87
192,POP 80's (Music I-R),Listen Remix *,listen l.mus,DavidBI68,05/25/90
192,POP 80's (Music I-R),Little 15 - Depeche Mode,little 15.mus,SCAMMER1,07/15/89
192,POP 80's (Music I-R),Liven on a Prayer,livenonprayr.mus,Kelly F,05/21/87
192,POP 80's (Music I-R),Livin On A Praver,livin/prayer.mus,Billy2,04/19/87
192,POP 80's (Music I-R),Livin On A Prayer-BonJovi,livin prayer.mus,SandraDeel,10/16/87
192,POP 80's (Music I-R),Lonely Ol' Night,lonely/night.mus,STEAK1,09/16/86
192,POP 80's (Music I-R),Long Distance Runaround,runaround.mus,Sid Steve,08/10/88
192,POP 80's (Music I-R),Lost in Emotion Lisa Lisa,lost in emot.mus,GlennM 14,07/17/89
192,POP 80's (Music I-R),Love In ltself-Depeche E*,loveinitself.mus,SCAMMER1,04/16/89
192,POP 80's (Music I-R),Love Me Tomorrow,lovetomorrow.mus,TimV6,01/29/89
192,POP 80's (Music I-R),Love Of My Life Queen,love-o-life.mus,Coli,10/21/89
192,POP 80's (Music I-R),Love Shack,love shack.mus,AllyKat,12/12/89
192,POP 80's (Music I-R),Love Song Tesla *,love song-te.mus,Belgarion6,01/21/90
192,POP 80's (Music I-R),Love Walks In,love walks n.mus,Jasonll5,02/16/88
192,POP 80's (Music I-R),Magic- Cars,magic.mus,Music man1,09/23/89
192,POP 80's (Music I-R),Magic-Cars,magic.mus,BlkPanther,10/17/86
192,POP 80's (Music I-R),Make a Move on Me,move on me.mus,TimV6,01/24/89
192,POP 80's (Music I-R),Making Love Out of Nothin,makinglove2.mus,RonaldM8,08/23/86
192,POP 80's (Music I-R),Making Love/Nothing,making love.mus,Leslie II,05/20/87
192,POP 80's (Music I-R),Mama,mama.mus,Railbird1,02/23/88
192,POP 80's (Music I-R),Man I'll Never Be-Boston,manillnevrbe.mus,JackB35,08/27/88
192,POP 80's (Music I-R),Man In The Mirror MJcksn*,man/in/mir.mus,BobbyKeys,01/19/90
192,POP 80's (Music I-R),Man In The Mirror MJcksn*,man/in/mir2.mus,BohhyKeys,01/21/90
192,POP 80's (Music I-R),Man in the Mirror,man/mirror.mus,Suicidal S,05/26/88
192,POP 80's (Music I-R),Maneater-Hall & Oates,maneater.mus,Railbird1,03/26/88
192,POP 80's (Music I-R),Manic Monday-Bangles,manic monday.mus,TimS7,09/23/86
192,POP 80's (Music I-R),Master and Servant,masterservan.mus,SCAMMER1,02/25/89
192,POP 80's (Music I-R),Material Girl Madonna,materialgirl.mus,Music man3,12/25/89
192,POP 80's (Music I-R),Material Girl Madonna *,materialgirl.mus,HeatherRay,07/14/90
192,POP 80's (Music I-R),Material Girl - Madonna,materialgirl.mus,Dr J5,09/08/86
192,POP 80's (Music I-R),Maybe lm Amazed-McCartney,maybe.mus,TTL Wiz,05/16/90
192,POP 80's (Music I-R),Mayor of Simpleton Mono,simpleton.mus,DCSTARnCPR,09/27/89
192,POP 80's (Music I-R),Message In A Bottle-Sting,message.mus,Swifty,05/12/88
192,POP 80's (Music I-R),Method Of Modern Love,method/love.mus,STEAK1,09/18/86
192,POP 80's (Music I-R),Method Of Modern Love,modern love.mus,STEAK1,09/16/86
192,POP 80's (Music I-R),Miami 2017- Billy Joel,miami 2017.mus,Joubert,07/04/89
192,POP 80's (Music I-R),Miss You Like Crazy*,miss u/crazy.mus,DCSTARnCPR,08/10/89
192,POP 80's (Music I-R),Missed Opportunity H&O,mtssed/oppor.mus,SpringMist,12/31/89
192,POP 80's (Music I-R),Mississippi Queen *,miss-queen.mus,Phil B10,02/19/90
192,POP 80's (Music I-R),Modern Woman- Billy Joel,modern woman.mus,Michael F,12/09/86
192,POP 80's (Music I-R),Mountains-Prince,mountains.mus,Lady Luck,07/27/86
192,POP 80's (Music I-R),Mr Roboto STYX,mr ronoto.mus,LI Dave,07/14/90
192,POP 80's (Music I-R),Murderess-Powerstation,murderess.mus,STEAK1,09/18/86
192,POP 80's (Music I-R),Must Be An Angel,must b/angel.mus,Collecting,11/02/86
192,POP 80's (Music I-R),My Life-Billy Joel,my life.mus,Michael F,05/26/86
192,POP 80's (Music I-R),My Sharona,my sharona.mus,CulDeSac,08/20/90
192,POP 80's (Music I-R),Mystery,mystery.mus,Rick S4,09/05/87
192,POP 80's (Music I-R),Neutron Dance,neutron.mus,QUINCY me,05/04/86
192,POP 80's (Music I-R),Neutron Dance,neutron.mus,Brutus6,07/12/87
192,POP 80's (Music I-R),Neutron Dance-remix,neutron-rmx.mus,Octavian,06/18/86
192,POP 80's (Music I-R),Never Let/Again-Depeche,nvrletmedown.mus,SCAMMER1,06/01/89
192,POP 80's (Music I-R),Never Tear Us Up-lnxs,nevertearus.mus,SCAMMER1,02/19/89
192,POP 80's (Music I-R),Never by Prince,never.mus,FritzDeCat,07/17/86
192,POP 80's (Music I-R),Nevermore,nevermore.mus,SteveE8,05/05/87
193,POP 80's (Music I-R),New Dress - Depeche Mode,new dress.mus,Vangelis,09/01/86
193,POP 80's (Music I-R),New Life-Depeche Mode E,new life.mus,SCAMMER1,04/16/89
193,POP 80's (Music I-R),New Love*,new love.mus,DavidFSO,02/10/88
193,POP 80's (Music I-R),New Religion-Duran Duran,new religion.mus,STEAK1,09/17/86
193,POP 80's (Music I-R),New Song-Howard Jones*,newsong.mus,UnderATree,03/10/88
193,POP 80's (Music I-R),Next To You Police*,next to you.mus,DyMenSia,07/01/90
193,POP 80's (Music I-R),Night People*,nightpeople.mus,Railbird1,10/02/88
193,POP 80's (Music I-R),Night Shift,nightshift.mus,MedXplorer,06/15/88
193,POP 80's (Music I-R),Night Shift-remixed,nightshiftv2.mus,Command Cp,11/25/86
193,POP 80's (Music I-R),No 1 Is To Blame-H.Jones*,noonetoblame.mus,UnderATree,03/10/88
193,POP 80's (Music I-R),No More Words-Berlin,no more word.mus,STEAK2,11/13/86
193,POP 80's (Music I-R),Nothin' Hut a Good Time,goodtime.mus,DECADENCE1,02/24/89
193,POP 80's (Music I-R),Nothing At All,nothingatall.mus,Kelly Ev,05/21/87
193,POP 80's (Music I-R),Nothing Can Stop Us I,nothing!stop.mus,GLENN P,04/28/87
193,POP 80's (Music I-R),Nothins Gonna Change/Luv*,chng!luv/4/u.mus,BIGSQUEEZE,05/18/90
193,POP 80's (Music I-R),Notorious Duran Duran *,notorious.mus,White Worm,12/06/89
193,POP 80's (Music I-R),Notorious-Duran Duran,notorious.mus,Jason b3,12/24/86
193,POP 80's (Music I-R),On The Dark Side-J.Cafert,dark side.mus,Steinbeck,06/18/86
193,POP 80's (Music I-R),On the Dark Side,dark s. rmx.mus,GeorgeL11,04/01/87
193,POP 80's (Music I-R),One More Try-Mus/Wds *,one more t ry.mus,DCSTARnCPR,06/09/88
193,POP 80's (Music I-R),One Thing Leads..Another,one thing.mus,STEAK1,09/16/86
193,POP 80's (Music I-R),Only A Northern Song,northern sng.mus,She Elf,03/12/90
193,POP 80's (Music I-R),Only In My Dreams,dreams.mus,Kira,12/23/87
193,POP 80's (Music I-R),Only The Good Die Young*,good die yng.mus,She Elf,01/22/90
193,POP 80's (Music I-R),Open Arms,open anns.mus,BlkPanther,08/03/86
193,POP 80's (Music I-R),Open Arms-Journey,open arms.mus,Sidkid2,11/28/88
193,POP 80's (Music I-R),Open Your Heart,open/heart.mus,Spiecher,08/13/87
193,POP 80's (Music I-R),Open Your Heart-Madonna E,openyourhart.mus,SCAMMER1,04/09/89
193,POP 80's (Music I-R),Opportunities-PetShopHoys,pet shop hoys.mus,QUE PACK,08/16/86
193,POP 80's (Music I-R),Our Lips Are Sealed,scaled lips.mus,TimV6,01/29/89
193,POP 80's (Music I-R),Out Of Touch-Haii/Oates,out/touch.mus,Darrell D,06/10/86
193,POP 80's (Music I-R),Owner Of A Lonely Heart,owner/heart.mus,Michael F,08/07/86
193,POP 80's (Music I-R),Papa Don't Preach-Madonna,papa preach.mus,Kanaka,01/27/87
193,POP 80's (Music I-R),Paperlate-Genesis,paperlate.mus,Cameron8,02/07/89
193,POP 80's (Music I-R),Part Time Lover,pt lover.mus,Joubert,07/07/86
193,POP 80's (Music I-R),People are People,people are.mus,Roth,04/24/87
193,POP 80's (Music I-R),Perfect Way - Politti,perfect way.mus,FritzDeCat,08/19/86
193,POP 80's (Music I-R),Piano Man-Billy Joel,piano man.mus,KenTones,09/20/88
193,POP 80's (Music I-R),Pimpf- Depeche Mode,pimpf.mus,Collecting,07/05/87
193,POP 80's (Music I-R),Pimpf-Depeche Mode E,p1mpf.mus,SCAMMER1,06/01/89
193,POP 80's (Music I-R),Planet Earth - Remix *,planet earth.mus,White Worm,01/18/90
193,POP 80's (Music I-R),Planet Earth-Duran Duran,planet earth.mus,STEAK1,09/17/86
193,POP 80's (Music I-R),Play in the Sunshine,play/sunshne.mus,FritzDeCat,11/03/87
193,POP 80's (Music I-R),Possession Obsession,poss./ohsess.mus,STEAK1,09/17/86
193,POP 80's (Music I-R),Power of Love-Huey Lewis,power/love.mus,Med23,08/12/86
193,POP 80's (Music I-R),Power/Positive Drinkin,drinkin.mus,Bill H21,06/25/87
193,POP 80's (Music I-R),Prelude Billy Joel *,prelude.mus,LI Dave,06/03/90
193,POP 80's (Music I-R),Prelude-Rush,prelude.mus,Power3,07/17/87
193,POP 80's (Music I-R),Pressure,prcssure.mus,JasonC9,06/25/87
193,POP 80's (Music I-R),Pressure-Billy Joel,pressure.mus,Joey20,11/04/88
193,POP 80's (Music I-R),Pretzel Logic *,pretzlogic.mus,SpeedooD,02/01/89
193,POP 80's (Music I-R),Price Of Love -BadEnglsh*,priceoflove.mus,BIGSQUEEZE,05/13/90
193,POP 80's (Music I-R),Prince-medley,paradc-sid.lnx,FritzDeCat,08/06/86
193,POP 80's (Music I-R),Psycho Killer *,psycho killr.mus,Psycho K,10/14/87
193,POP 80's (Music I-R),Purple Rain - Prince,purple rain.mus,FritzDeCat,08/23/86
193,POP 80's (Music I-R),RIO-Duran Duran,rio.mus,STEAK1,09/23/86
193,POP 80's (Music I-R),Raspberry Beret by Prince,rasp beret.mus,FritzDeCat,07/17/86
193,POP 80's (Music I-R),Raspberry Beret-Prince,rasp beret.mus,Thievco,11/15/86
193,POP 80's (Music I-R),Real Me Quadrophenia WHO,the real me.mus,StonePony1,06/22/89
193,POP 80's (Music I-R),Red Barchetta-RUSH,redbarrhetta.mus,Peacemont,04/25/87
193,POP 80's (Music I-R),Relax-Frankie/Hollywood,relax.mus,Railbird1,03/13/88
193,POP 80's (Music I-R),Rhythm Is Gonna Get You,the rythm.mus,Cyclone3,03/25/90
193,POP 80's (Music I-R),Rock Me Amadeus-Falcu,amadeus.mus,Mask Man,05/17/86
193,POP 80's (Music I-R),Roll With The Changes REO,roll w/chngs.mus,VctrStMusc,11/21/89
193,POP 80's (Music I-R),Roof Is Leaking/Droned,leakdroned.mus,ChuckC5,02/01/87
193,POP 80's (Music I-R),Roxanne - Police,roxanne.mus,Michael F,05/11/86
194,POP 80's (Music I-R),Run To You-Bryan Addams,run to you2.mus,Spare Ace8,07/01/88
194,POP 80's (Music I-R),Runbleseat,rumbleseat.mus,STEAK1,01/16/86
194,POP 80's (Music I-R),YYZ - Rush *,rush-yyz.mus,DC STARR,07/01/90
194,POP 80's (Music S-Z),3 x a Lady-Lionel Richie,three t lady.mus,Boldar,12/07/86
194,POP 80's (Music S-Z),7th Strangter-Duran Duran,7th stranger.mus,STEAK1,09/17/86
194,POP 80's (Music S-Z),A View to a Kill E*,view 2a kill.mus,SCAMMER1,05/02/89
194,POP 80's (Music S-Z),Sacred - Depeche Mode *,sacred.mus,SCAMMER1,07/15/89
194,POP 80's (Music S-Z),Sad Songs-Billy Ocean,sad songs.mus,JAY 15,01/26/87
194,POP 80's (Music S-Z),Save A Prayer-Duran Duran,save/prayer.mus,STEAK1,09/17/86
194,POP 80's (Music S-Z),Save a Prayer,save prayer2.mus,Sax Alto,08/01/87
194,POP 80's (Music S-Z),Say Say Say,say say say.mus,Spiecher,07/26/87
194,POP 80's (Music S-Z),Say Say Say,3say.mus,Limyn,08/30/87
194,POP 80's (Music S-Z),Say You Say Me *,say you/me.mus,Spiecher,01/08/88
194,POP 80's (Music S-Z),Say You're Wrong-J Lennon,say ur wrong.mus,STEAK1,09/16/86
194,POP 80's (Music S-Z),"Say You, Say Me",say u say me.mus,Dcmor11,02/17/87
194,POP 80's (Music S-Z),Scarborough Fair,scrbrofair.mus,SylviaL,05/28/87
194,POP 80's (Music S-Z),Seasons Change-Expose E,seasonchange.mus,SCAMMER1,06/01/89
194,POP 80's (Music S-Z),Secret-O.M.D. E*,secret.mus,SCAMMER1,05/02/87
194,POP 80's (Music S-Z),Self Control,self contml.mus,Melody,09/22/87
